scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path
Life,higher_taxon,root,synthetic,8057,1,1,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Asterales,higher_taxon,order,suffix,624,2,10,Achillea ageratifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Matricariinae|Achillea|Achillea ageratifolia
Biota,higher_taxon,higher_taxon,fallback,1,2,2,Taraxacum alpinum,Biota|Plantae|Viridiplantae|Streptophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Compositae|Cichorioideae|Cichorieae|Crepidinae|Taraxacum|Taraxacum alpinum
Boraginales,higher_taxon,order,suffix,82,2,7,Aegonychon purpurocaeruleum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Lithospermeae|Lithosperminae|Aegonychon|Aegonychon purpurocaeruleum
Caryophyllales,higher_taxon,order,suffix,405,2,10,Acantholimon androsaceum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Plumbaginaceae|Limonieae|Acantholimon|Acantholimon ulicinum
Dipsacales,higher_taxon,order,suffix,100,2,7,Adoxa moschatellina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Adoxoideae|Adoxeae|Adoxa|Adoxa moschatellina
Eukaryota,higher_taxon,domain,name,7936,2,2,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Fungi,higher_taxon,kingdom,name,2152,2,3,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis
Magnoliales,higher_taxon,order,suffix,13,2,7,Annona cherimola,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Annonaceae|Annonoideae|Annoneae|Annoninae|Annona|Annona cherimola
Myrtales,higher_taxon,order,suffix,76,2,7,Calvoa orientalis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae|Sonerileae|Calvoa|Calvoa orientalis
Plantae,higher_taxon,kingdom,name,5895,2,3,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Ranunculales,higher_taxon,order,suffix,225,2,7,Aconitum anthora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum anthora
Saxifragales,higher_taxon,order,suffix,223,2,7,Aeonium arboreum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Aeonieae|Aeonium|Aeonium arboreum
Asteraceae,higher_taxon,family,suffix,554,3,8,Achillea ageratifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Matricariinae|Achillea|Achillea ageratifolia
Basidiomycota,higher_taxon,phylum,suffix,2152,3,4,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis
Boraginaceae,higher_taxon,family,suffix,69,3,8,Aegonychon purpurocaeruleum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Lithospermeae|Lithosperminae|Aegonychon|Aegonychon purpurocaeruleum
Cactaceae,higher_taxon,family,suffix,79,3,11,Aporocactus flagelliformis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Phyllocacteae|Hylocereinae|Aporocactus|Aporocactus flagelliformis
Magnoliaceae,higher_taxon,family,suffix,11,3,8,Liriodendron chinense,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Liriodendroideae|Liriodendron|Liriodendron chinense
Myrtaceae,higher_taxon,family,suffix,19,3,8,Chamelaucium uncinatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae|Myrtoideae|Chamelaucieae|Chamelauciinae|Chamelaucium|Chamelaucium uncinatum
Paeoniaceae,higher_taxon,family,suffix,14,3,8,Paeonia algeriensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia algeriensis
Papaveraceae,higher_taxon,family,suffix,37,3,8,Argemone mexicana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Argemone|Argemone mexicana
Pteridobiotina,higher_taxon,genus,path_depth,5877,3,4,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Ranunculaceae,higher_taxon,family,suffix,157,3,8,Aconitum anthora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum anthora
Tracheophyta,higher_taxon,phylum,suffix,5893,3,6,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Viburnaceae,higher_taxon,family,suffix,16,3,8,Adoxa moschatellina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Adoxoideae|Adoxeae|Adoxa|Adoxa moschatellina
Viridiplantae,higher_taxon,genus,path_depth,6,3,4,Atropa bella-donna,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Atropa|Atropa bella-donna
Agaricomycetes,higher_taxon,class,suffix,1830,4,5,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis
Agaricomycotina,higher_taxon,genus,path_depth,48,4,4,Amyloporia xantha,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Polyporales|Adustoporiaceae|Amyloporia|Amyloporia xantha
Angiospermae,higher_taxon,genus,path_depth,12,4,4,Arenaria alfacarensis,Plantae|Tracheophyta|Angiospermae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Arenarieae|Arenaria|Arenaria alfacarensis
Angiosperms,higher_taxon,genus,path_depth,2,4,4,Pseudo-fumaria alba,Plantae|Pteridobiotina|Angiosperms|Ranunculales|Papaveraceae|Fumarioideae|Fumarieae|Pseudo-fumaria|Pseudo-fumaria alba
Aquilegia,higher_taxon,genus,path_depth,9,4,10,Aquilegia alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Thalictroideae|Aquilegia|Aquilegia alpina
Cirsium,higher_taxon,genus,path_depth,11,4,12,Cirsium acaulon,Asterales|Asteraceae|Cirsium|Cirsium acaulon
Dacrymycetes,higher_taxon,class,suffix,9,4,5,Calocera cornea,Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Calocera cornea
Delphinium,higher_taxon,genus,path_depth,7,4,11,Delphinium ajacis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Delphinium|Delphinium ajacis
Echinocereus,higher_taxon,genus,path_depth,3,4,12,Echinocereus albatus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Phyllocacteae|Echinocereinae|Echinocereus|Echinocereus nivosus
Exobasidiomycetes,higher_taxon,class,suffix,34,4,5,Arcticomyces warmingii,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Exobasidiales|Exobasidiaceae|Exobasidium|Exobasidium warmingii
Magnolia,higher_taxon,genus,path_depth,9,4,10,Magnolia acuminata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Magnolioideae|Magnolia|Magnolia acuminata
Oreomecon,higher_taxon,genus,path_depth,4,4,11,Oreomecon alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Oreomecon|Oreomecon alpina
Paeonia,higher_taxon,genus,path_depth,14,4,9,Paeonia algeriensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia algeriensis
Psidium,higher_taxon,genus,path_depth,2,4,12,Psidium cattleyanum,Myrtales|Myrtaceae|Psidium|Psidium cattleyanum
Pucciniomycetes,higher_taxon,class,suffix,204,4,5,Aecidium clematidis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Caeoma|Caeoma clematitatum
Pucciniomycotina,higher_taxon,genus,path_depth,5,4,4,Melampsora androsaemi,Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Melampsorineae|Melampsoraceae|Melampsora|Melampsora androsaemi
Streptophyta,higher_taxon,phylum,suffix,6,4,5,Atropa bella-donna,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Atropa|Atropa bella-donna
Trachystemon,higher_taxon,genus,path_depth,1,4,4,Trachystemon orientalis,Boraginales|Boraginaceae|Trachystemon|Trachystemon orientalis
Ustilaginomycetes,higher_taxon,class,suffix,36,4,5,Antherospora hortensis,Eukaryota|Fungi|Basidiomycota|Ustilaginomycetes|Urocystidales|Floromycetaceae|Antherospora|Antherospora hortensis
Ustilaginomycotina,higher_taxon,genus,path_depth,1,4,4,Anthracoidea firmae,Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginales|Anthracoideaceae|Anthracoidea|Anthracoidea firmae
Viburnum,higher_taxon,genus,path_depth,12,4,10,Viburnum carlesii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Opuloideae|Viburnum|Viburnum carlesii
Agaricales,higher_taxon,order,suffix,1207,5,7,Agaricus altipes,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus altipes
Atractiellomycetes,higher_taxon,class,suffix,1,5,5,Phleogena faginea,Eukaryota|Fungi|Basidiomycota|Atractiellomycetes|Atractiellales|Phleogenaceae|Phleogena|Phleogena faginea
Boletales,higher_taxon,order,suffix,108,5,7,Alpova alpestris,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Paxillaceae|Alpova|Alpova alpestris
Cantharellales,higher_taxon,order,suffix,27,5,6,Botryobasidium aureum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Botryobasidiaceae|Botryobasidium|Botryobasidium aureum
Cystobasidiomycetes,higher_taxon,class,suffix,2,5,5,Cyphobasidium usneicola,Eukaryota|Fungi|Basidiomycota|Cystobasidiomycetes|Cyphobasidiales|Cyphobasidiaceae|Cyphobasidium|Cyphobasidium usneicola
Dacrymycetales,higher_taxon,order,suffix,9,5,6,Calocera cornea,Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Calocera cornea
Embryophyta,higher_taxon,phylum,suffix,5,5,5,Atropa bella-donna,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Atropa|Atropa bella-donna
Entylomatales,higher_taxon,order,suffix,16,5,6,Entyloma bellidis,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales|Entylomataceae|Entyloma|Entyloma bellidis
Magnoliopsida,higher_taxon,class,suffix,4451,5,8,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Microbotryomycetes,higher_taxon,class,suffix,16,5,5,Microbotryum alpinum,Eukaryota|Fungi|Basidiomycota|Microbotryomycetes|Microbotryales|Microbotryaceae|Microbotryum|Microbotryum alpinum
Pucciniales,higher_taxon,order,suffix,199,5,6,Aecidium clematidis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Caeoma|Caeoma clematitatum
Russulales,higher_taxon,order,suffix,217,5,6,Albatrellopsis confluens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales|Albatrellaceae|Albatrellopsis|Albatrellopsis confluens
Thelephorales,higher_taxon,order,suffix,22,5,6,Boletopsis grisea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Bankeraceae|Boletopsis|Boletopsis grisea
Tremellomycetes,higher_taxon,class,suffix,19,5,5,Cystofilobasidium macerans,Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Cystofilobasidiales|Cystofilobasidiaceae|Cystofilobasidium|Cystofilobasidium macerans
Urocystidales,higher_taxon,order,suffix,13,5,6,Antherospora hortensis,Eukaryota|Fungi|Basidiomycota|Ustilaginomycetes|Urocystidales|Floromycetaceae|Antherospora|Antherospora hortensis
Wallemiomycetes,higher_taxon,class,suffix,1,5,5,Bartheletia paradoxa,Eukaryota|Fungi|Basidiomycota|Wallemiomycetes|Bartheletia|Bartheletia paradoxa
Agaricomycetidae,higher_taxon,family,suffix,36,6,6,Bolbitius corrugatus,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricineae|Bolbitiaceae|Bolbitius|Bolbitius corrugatus
Amylocorticiales,higher_taxon,order,suffix,2,6,7,Plicatura crispa,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Amylocorticiales|Amylocorticiaceae|Plicaturopsis|Plicaturopsis crispa
Apiales,higher_taxon,order,suffix,139,6,7,Aegopodium podagraria,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Careae|Aegopodium|Aegopodium podagraria
Atheliales,higher_taxon,order,suffix,2,6,6,Athelia arachnoidea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Atheliales|Atheliaceae|Athelia|Athelia arachnoidea
Atractiellales,higher_taxon,order,suffix,1,6,6,Phleogena faginea,Eukaryota|Fungi|Basidiomycota|Atractiellomycetes|Atractiellales|Phleogenaceae|Phleogena|Phleogena faginea
Auriculariales,higher_taxon,order,suffix,17,6,6,Alloexidiopsis calcea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Alloexidiopsis|Alloexidiopsis calcea
Bartheletia,higher_taxon,genus,path_depth,1,6,6,Bartheletia paradoxa,Eukaryota|Fungi|Basidiomycota|Wallemiomycetes|Bartheletia|Bartheletia paradoxa
Coleosporiaceae,higher_taxon,family,suffix,11,6,7,Chrysomyxa rhododendri,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Coleosporiaceae|Chrysomyxa|Chrysomyxa rhododendri
Corticiales,higher_taxon,order,suffix,11,6,6,Corticium roseum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Corticiales|Corticiaceae|Corticium|Corticium roseum
Cortinariaceae,higher_taxon,family,suffix,172,6,9,Aureonarius callisteus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Aureonarius|Aureonarius callisteus
Cronartiaceae,higher_taxon,family,suffix,4,6,7,Cronartium flaccidum,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Cronartiaceae|Cronartium|Cronartium pini
Cycadopsida,higher_taxon,class,suffix,4,6,6,Cycas circinalis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Cycadopsida|Cycadales|Cycadaceae|Cycas|Cycas circinalis
Cyphobasidiales,higher_taxon,order,suffix,1,6,6,Cyphobasidium usneicola,Eukaryota|Fungi|Basidiomycota|Cystobasidiomycetes|Cyphobasidiales|Cyphobasidiaceae|Cyphobasidium|Cyphobasidium usneicola
Cystofilobasidiales,higher_taxon,order,suffix,1,6,6,Cystofilobasidium macerans,Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Cystofilobasidiales|Cystofilobasidiaceae|Cystofilobasidium|Cystofilobasidium macerans
Dacrymycetaceae,higher_taxon,family,suffix,9,6,7,Calocera cornea,Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Calocera cornea
Doassansiales,higher_taxon,order,suffix,2,6,6,Rhamphospora nymphaeae,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Doassansiales|Rhamphosporaceae|Rhamphospora|Rhamphospora nymphaeae
Entylomataceae,higher_taxon,family,suffix,16,6,7,Entyloma bellidis,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales|Entylomataceae|Entyloma|Entyloma bellidis
Exobasidiales,higher_taxon,order,suffix,13,6,6,Arcticomyces warmingii,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Exobasidiales|Exobasidiaceae|Exobasidium|Exobasidium warmingii
Filobasidiales,higher_taxon,order,suffix,4,6,6,Zyzygomyces aipoliae,Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Filobasidiales|Filobasidiaceae|Zyzygomyces|Zyzygomyces aipoliae
Geastrales,higher_taxon,order,suffix,10,6,6,Geastrum fimbriatum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Geastrales|Geastraceae|Geastrum|Geastrum fimbriatum
Gentianales,higher_taxon,order,suffix,135,6,7,Allamanda blanchetii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Plumerieae|Allamandinae|Allamanda|Allamanda blanchetii
Ginkgoopsida,higher_taxon,class,suffix,1,6,6,Ginkgo biloba,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Ginkgoopsida|Ginkgoales|Ginkgoaceae|Ginkgo|Ginkgo biloba
Gloeophyllales,higher_taxon,order,suffix,7,6,6,Gloeophyllum abietinum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Gloeophyllales|Gloeophyllaceae|Gloeophyllum|Gloeophyllum abietinum
Gomphales,higher_taxon,order,suffix,22,6,6,Clavariadelphus flavoimmaturus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Gomphales|Clavariadelphaceae|Clavariadelphus|Clavariadelphus flavoimmaturus
Helicobasidiales,higher_taxon,order,suffix,3,6,6,Tuberculina maxima,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Helicobasidiales|Helicobasidiaceae|Tuberculina|Tuberculina maxima
Hydnaceae,higher_taxon,family,suffix,24,6,7,Cantharellus amethysteus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Hydnaceae|Cantharellus|Cantharellus amethysteus
Hygrophoraceae,higher_taxon,family,suffix,97,6,9,Ampulloclitocybe clavipes,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Ampulloclitocybe|Ampulloclitocybe clavipes
Hygrophoropsidaceae,higher_taxon,family,suffix,5,6,8,Hygrophoropsis aurantiaca,Fungi|Basidiomycota|Agaricomycetes|Boletales|Hygrophoropsidaceae|Hygrophoropsis aurantiaca
Hymenochaetales,higher_taxon,order,suffix,45,6,6,Basidioradulum radula,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Schizoporaceae|Xylodon|Xylodon radula
Hymenogastraceae,higher_taxon,family,suffix,45,6,7,Agaricus pampeanus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Naucoria|Naucoria pampeana
Incertae sedis,higher_taxon,genus,path_depth,1,6,6,Clitocybe ditopa,Fungi|Basidiomycota|Agaricomycetes|Agaricales|Incertae sedis|Clitocybe ditopa
Lamiales,higher_taxon,order,suffix,575,6,7,Acanthus hungaricus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Acantheae|Acanthinae|Acanthus|Acanthus hungaricus
Liliopsida,higher_taxon,class,suffix,1203,6,6,Achnatherum calamagrostis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Achnatherum|Achnatherum calamagrostis
Loreleia,higher_taxon,genus,path_depth,1,6,6,Loreleia marchantiae,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Loreleia|Loreleia marchantiae
Lycoperdaceae,higher_taxon,family,suffix,21,6,9,Apioperdon pyriforme,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lycoperdaceae|Apioperdon|Apioperdon pyriforme
Lycopodiopsida,higher_taxon,class,suffix,19,6,6,Diphasiastrum alpinum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodioideae|Diphasiastrum|Diphasiastrum alpinum
Malvales,higher_taxon,order,suffix,92,6,7,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus
Microbotryales,higher_taxon,order,suffix,16,6,6,Microbotryum alpinum,Eukaryota|Fungi|Basidiomycota|Microbotryomycetes|Microbotryales|Microbotryaceae|Microbotryum|Microbotryum alpinum
Microsporomycetaceae,higher_taxon,family,suffix,1,6,6,Obvidator quercinae,Fungi|Basidiomycota|Pucciniomycotina|Cystobasidiomycetes|Microsporomycetaceae|Obvidator|Obvidator quercinae
Microstromatales,higher_taxon,order,suffix,2,6,6,Microstroma album,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Microstromatales|Microstromataceae|Microstroma|Microstroma album
Phallales,higher_taxon,order,suffix,7,6,7,Clathrus archeri,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Clathrus|Clathrus archeri
Phallomycetidae,higher_taxon,family,suffix,1,6,6,Satyrus rugulosus,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Phallomycetidae|Phallales|Phallaceae|Satyrus|Satyrus rugulosus
Pinopsida,higher_taxon,class,suffix,107,6,8,Abies alba,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Pinidae|Pinales|Pinaceae|Abies|Abies alba
Piperales,higher_taxon,order,suffix,30,6,7,Aristolochia arborea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Aristolochiaceae|Aristolochieae|Isotrema|Isotrema arborea
Platygloeales,higher_taxon,order,suffix,1,6,6,Platygloea disciformis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Platygloeales|Platygloeaceae|Platygloea|Platygloea disciformis
Polypodiopsida,higher_taxon,class,suffix,108,6,8,Adiantum amplum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Pteridaceae|Adiantoideae|Adiantum|Adiantum amplum
Polyporales,higher_taxon,order,suffix,120,6,6,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis
Psathyrellaceae,higher_taxon,family,suffix,57,6,9,Britzelmayria multipedata,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Britzelmayria|Britzelmayria multipedata
Pucciniaceae,higher_taxon,family,suffix,131,6,8,Aecidium clematidis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Caeoma|Caeoma clematitatum
Rosales,higher_taxon,order,suffix,391,6,7,Acaena buchananii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Rosoideae|Agrimonieae|Sanguisorbinae|Acaena|Acaena buchananii
Russulaceae,higher_taxon,family,suffix,168,6,7,Lactarius acerrimus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Lactarius|Lactarius acerrimus
Sebacinales,higher_taxon,order,suffix,4,6,6,Ditangium cerasi,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Sebacinales|Sebacinaceae|Ditangium|Ditangium cerasi
Septobasidiales,higher_taxon,order,suffix,1,6,6,Septobasidium alni,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Septobasidiales|Septobasidiaceae|Septobasidium|Septobasidium alni
Stereaceae,higher_taxon,family,suffix,10,6,7,Aleurocystidiellum disciforme,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales|Stereaceae|Aleurodiscus|Aleurodiscus disciformis
Thelephoraceae,higher_taxon,family,suffix,10,6,7,Odontia ferruginea,Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Thelephoraceae|Odontia ferruginea
Tilletiales,higher_taxon,order,suffix,1,6,6,Tilletia olida,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Tilletiales|Tilletiaceae|Tilletia|Tilletia olida
Trechisporales,higher_taxon,order,suffix,1,6,6,Trechispora farinacea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Trechisporales|Hydnodontaceae|Trechispora|Trechispora farinacea
Tremellales,higher_taxon,order,suffix,14,6,6,Naematelia aurantia,Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Tremellales|Naemateliaceae|Naematelia|Naematelia aurantia
Urocystidaceae,higher_taxon,family,suffix,9,6,7,Urocystis anemones,Eukaryota|Fungi|Basidiomycota|Ustilaginomycetes|Urocystidales|Urocystidaceae|Urocystis|Urocystis anemones
Ustilaginales,higher_taxon,order,suffix,23,6,6,Anthracoidea arenariae,Eukaryota|Fungi|Basidiomycota|Ustilaginomycetes|Ustilaginales|Anthracoideaceae|Anthracoidea|Anthracoidea arenariae
Acorales,higher_taxon,order,suffix,2,7,7,Acorus calamus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Acorales|Acoraceae|Acorus|Acorus calamus
Adustoporiaceae,higher_taxon,family,suffix,1,7,7,Amyloporia xantha,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Polyporales|Adustoporiaceae|Amyloporia|Amyloporia xantha
Agaricaceae,higher_taxon,family,suffix,88,7,9,Agaricus altipes,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus altipes
Aizoaceae,higher_taxon,family,suffix,26,7,8,Carpobrotus edulis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Carpobrotus|Carpobrotus edulis
Albatrellaceae,higher_taxon,family,suffix,5,7,7,Albatrellopsis confluens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales|Albatrellaceae|Albatrellopsis|Albatrellopsis confluens
Alismatales,higher_taxon,order,suffix,96,7,7,Aglaonema commutatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Aglaonema|Aglaonema commutatum
