scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Lobelioideae,higher_taxon,subfamily,suffix,6,9,9,Brighamia insignis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Lobelioideae|Brighamia|Brighamia insignis,BestMatch,9.41215,Exact,0,Lobelioideae,Lobelioideae Burnett,Lobelioideae,V5FXY,Lobelioideae Burnett,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Lobelioideae,
Lolium,higher_taxon,genus,path_depth,7,9,9,Festuca mairei,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Lolium|Lolium mazzettianum,BestMatch,9.41215,Exact,0,Lolium,Lolium L.,Lolium,8VYZG,Lolium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Lolium,
Lotus,higher_taxon,genus,path_depth,7,9,9,Lotus alpinus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lotus|Lotus alpinus,BestMatch,9.41215,Exact,0,Lotus,Lotus L.,Lotus,9CL83,Lotus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lotus,
Ludisia,higher_taxon,genus,path_depth,1,9,9,Ludisia discolor,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Ludisia|Ludisia discolor,BestMatch,9.41215,Exact,0,Ludisia,Ludisia A.Rich.,Ludisia,8VZ2N,Ludisia A.Rich.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Ludisia,
Ludwigioideae,higher_taxon,subfamily,suffix,2,9,9,Ludwigia hexapetala,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Ludwigioideae|Ludwigia|Ludwigia hexapetala,BestMatch,9.41215,Exact,0,Ludwigioideae,Ludwigioideae W.L.Wagner & Hoch,Ludwigioideae,628LH,Ludwigioideae W.L.Wagner & Hoch,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Ludwigioideae,
Lupinus,higher_taxon,genus,path_depth,3,9,9,Lupinus albus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lupinus|Lupinus albus,BestMatch,9.41215,Exact,0,Lupinus,Lupinus L.,Lupinus,9CL8D,Lupinus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lupinus,
Lutheria,higher_taxon,genus,path_depth,1,9,9,Lutheria splendens,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Lutheria|Lutheria splendens,BestMatch,9.41215,Exact,0,Lutheria,"Lutheria Hofsten, 1907",Lutheria,7PCQB,"Lutheria Hofsten, 1907",false,1,Catalogue of Life,Eukaryota|Animalia|Platyhelminthes|Rhabditophora|Rhabdocoela|Dalytyphloplanida|Neotyphloplanida|Limnotyphloplanida|Typhloplaninae|Lutheria,
Luzula,higher_taxon,genus,path_depth,14,9,9,Luzula alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Juncaceae|Luzula|Luzula alpina,BestMatch,9.41215,Exact,0,Luzula,Luzula DC.,Luzula,5HGS,Luzula DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Juncaceae|Luzula,
Lycopodielloideae,higher_taxon,subfamily,suffix,1,9,9,Lycopodiella inundata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodielloideae|Lycopodiella|Lycopodiella inundata,BestMatch,9.41215,Exact,0,Lycopodielloideae,Lycopodielloideae W.H.Wagner & Beitel ex B.Øllg.,Lycopodielloideae,628LM,Lycopodielloideae W.H.Wagner & Beitel ex B.Øllg.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodielloideae,
Lycopodioideae,higher_taxon,subfamily,suffix,4,9,9,Diphasiastrum alpinum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodioideae|Diphasiastrum|Diphasiastrum alpinum,BestMatch,9.41215,Exact,0,Lycopodioideae,Lycopodioideae Eaton,Lycopodioideae,BVBCX,Lycopodioideae Eaton,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodioideae,
Lycoris,higher_taxon,genus,path_depth,1,9,9,Lycoris radiata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Lycoris|Lycoris radiata,BestMatch,9.41215,Exact,0,Lycoris,Lycoris Herb.,Lycoris,8VZ39,Lycoris Herb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Lycoris,
Lysichiton,higher_taxon,genus,path_depth,1,9,9,Lysichiton americanus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Lysichiton|Lysichiton americanus,BestMatch,9.41215,Exact,0,Lysichiton,Lysichiton Schott,Lysichiton,8VZ3L,Lysichiton Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Lysichiton,
Lythroideae,higher_taxon,subfamily,suffix,6,9,9,Lagerstroemia indica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Lythraceae|Lythroideae|Lagerstroemia|Lagerstroemia indica,BestMatch,9.41215,Exact,0,Lythroideae,Lythroideae Juss. ex Arn.,Lythroideae,628KQ,Lythroideae Juss. ex Arn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Lythraceae|Lythroideae,
Maclureae,higher_taxon,tribe,suffix,1,9,9,Maclura pomifera,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Maclureae|Maclura|Maclura pomifera,BestMatch,9.41215,Exact,0,Maclureae,Maclureae W.L.Clement & Weiblen,Maclureae,KVHGH,Maclureae W.L.Clement & Weiblen,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Maclureae,
Macrolepiota fuliginosa,higher_taxon,genus,path_depth,1,9,9,Macrolepiota rhodosperma,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Macrolepiota|Macrolepiota fuliginosa,BestMatch,9.41215,Exact,0,Macrolepiota fuliginosa,Macrolepiota fuliginosa (Barla) Bon,Macrolepiota fuliginosa,3X5N9,Macrolepiota fuliginosa (Barla) Bon,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Macrolepiota|Macrolepiota fuliginosa,
Macroptilium,higher_taxon,genus,path_depth,1,9,9,Macroptilium atropurpureum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Macroptilium|Macroptilium atropurpureum,BestMatch,9.41215,Exact,0,Macroptilium,Macroptilium (Benth.) Urb.,Macroptilium,9CL95,Macroptilium (Benth.) Urb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Macroptilium,
Magnolioideae,higher_taxon,subfamily,suffix,8,9,9,Magnolia acuminata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Magnolioideae|Magnolia|Magnolia acuminata,BestMatch,9.41215,Exact,0,Magnolioideae,Magnolioideae Arn.,Magnolioideae,V59R9,Magnolioideae Arn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Magnolioideae,
Maianthemum,higher_taxon,genus,path_depth,5,9,9,Maianthemum bifolium,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Maianthemum|Maianthemum bifolium,BestMatch,9.41215,Exact,0,Maianthemum,Maianthemum F.H.Wigg.,Maianthemum,8VZ4P,Maianthemum F.H.Wigg.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Maianthemum,
Malaxis,higher_taxon,genus,path_depth,1,9,9,Malaxis monophyllos,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Malaxis|Malaxis monophyllos,BestMatch,9.41215,Exact,0,Malaxis,Malaxis Sol. ex Sw.,Malaxis,8VZ4T,Malaxis Sol. ex Sw.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Malaxis,
Malvoideae,higher_taxon,subfamily,suffix,49,9,9,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41215,Exact,0,Malvoideae,Malvoideae Burnett,Malvoideae,JV8,Malvoideae Burnett,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae,
Maranta,higher_taxon,genus,path_depth,1,9,9,Maranta leuconeura,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Marantaceae|Maranta|Maranta leuconeura,BestMatch,9.41215,Exact,0,Maranta,Maranta Plum. ex L.,Maranta,8VZ5V,Maranta Plum. ex L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Marantaceae|Maranta,
Marsilea,higher_taxon,genus,path_depth,1,9,9,Marsilea quadrifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Salviniales|Marsileaceae|Marsilea|Marsilea quadrifolia,BestMatch,9.41215,Exact,0,Marsilea,Marsilea L.,Marsilea,5LKX,Marsilea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Salviniales|Marsileaceae|Marsilea,
Matteuccia,higher_taxon,genus,path_depth,1,9,9,Matteuccia struthiopteris,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Onocleaceae|Matteuccia|Matteuccia struthiopteris,BestMatch,9.41215,Exact,0,Matteuccia,Matteuccia Tod.,Matteuccia,5M38,Matteuccia Tod.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Onocleaceae|Matteuccia,
Mauritia,higher_taxon,genus,path_depth,1,9,9,Mauritia flexuosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Mauritia|Mauritia flexuosa,BestMatch,9.41215,Exact,0,Mauritia,"Mauritia Troschel, 1863",Mauritia,7P8JY,"Mauritia Troschel, 1863",false,1,Catalogue of Life,Eukaryota|Animalia|Mollusca|Gastropoda|Caenogastropoda|Littorinimorpha|Cypraeoidea|Cypraeidae|Cypraeinae|Mauritiini|Mauritia,
Maxillaria,higher_taxon,genus,path_depth,2,9,9,Maxillaria tenuifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Maxillaria|Maxillaria tenuifolia,BestMatch,9.41215,Exact,0,Maxillaria,Maxillaria Ruiz & Pav.,Maxillaria,8VZ7D,Maxillaria Ruiz & Pav.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Maxillaria,
Mazus,higher_taxon,genus,path_depth,2,9,9,Mazus miquelii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Mazaceae|Mazus|Mazus miquelii,BestMatch,9.41215,Exact,0,Mazus,Mazus Lour.,Mazus,62ZGP,Mazus Lour.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Mazaceae|Mazus,
Medicago,higher_taxon,genus,path_depth,8,9,9,Medicago arabica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Medicago|Medicago arabica,BestMatch,9.41215,Exact,0,Medicago,Medicago L.,Medicago,9CLB5,Medicago L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Medicago,
Melampsora epitea,higher_taxon,genus,path_depth,1,9,9,Melampsora euonymi-caprearum,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Melampsoraceae|Melampsora|Melampsora epitea,BestMatch,9.41215,Exact,0,Melampsora epitea,Melampsora epitea Thüm.,Melampsora epitea,3Z4ZR,Melampsora epitea Thüm.,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Melampsoraceae|Melampsora|Melampsora epitea,
Melampsora populnea,higher_taxon,genus,path_depth,1,9,9,Melampsora aecidioides,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Melampsoraceae|Melampsora|Melampsora populnea,BestMatch,9.41215,Exact,0,Melampsora populnea,Melampsora populnea (Pers.) P. Karst.,Melampsora populnea,3Z54C,Melampsora populnea (Pers.) P. Karst.,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Melampsoraceae|Melampsora|Melampsora populnea,
Melastomatoideae,higher_taxon,subfamily,suffix,3,9,9,Calvoa orientalis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae|Sonerileae|Calvoa|Calvoa orientalis,BestMatch,9.41215,Exact,0,Melastomatoideae,Melastomatoideae Ser. ex DC.,Melastomatoideae,JVV,Melastomatoideae Ser. ex DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae,
Melhania,higher_taxon,genus,path_depth,1,9,9,Melhania ebenus,Plantae|Tracheophyta|Angiospermae|Magnoliopsida|Malvales|Malvaceae|Dombeyoideae|Melhania|Melhania ebenus,BestMatch,9.41215,Exact,0,Melhania,Melhania Forssk.,Melhania,5NNX,Melhania Forssk.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Dombeyoideae|Melhania,
Melianthoideae,higher_taxon,subfamily,suffix,1,9,9,Melianthus major,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Francoaceae|Melianthoideae|Melianthus|Melianthus major,BestMatch,9.41215,Exact,0,Melianthoideae,Melianthoideae Benth. & Hook.fil.,Melianthoideae,7NLVY,Melianthoideae Benth. & Hook.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Francoaceae|Melianthoideae,
Melica,higher_taxon,genus,path_depth,5,9,9,Melica altissima,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Melica|Melica altissima,BestMatch,9.41215,Exact,0,Melica,Melica L.,Melica,8VZ8X,Melica L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Melica,
Melilotus,higher_taxon,genus,path_depth,5,9,9,Melilotus albus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Melilotus|Melilotus albus,BestMatch,9.41215,Exact,0,Melilotus,Melilotus (L.) Mill.,Melilotus,9CLBB,Melilotus (L.) Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Melilotus,
Melioideae,higher_taxon,subfamily,suffix,2,9,9,Melia azedarach,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Meliaceae|Melioideae|Melieae|Melia|Melia azedarach,BestMatch,9.41215,Exact,0,Melioideae,Melioideae Arn.,Melioideae,JVZ,Melioideae Arn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Meliaceae|Melioideae,
Menispermoideae,higher_taxon,subfamily,suffix,3,9,9,Menispermum canadense,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Menispermaceae|Menispermoideae|Menispermeae|Menispermum|Menispermum canadense,BestMatch,9.41215,Exact,0,Menispermoideae,Menispermoideae Arn.,Menispermoideae,JW9,Menispermoideae Arn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Menispermaceae|Menispermoideae,
Mentheae,higher_taxon,tribe,suffix,112,9,10,Agastache aurantiaca,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Nepetinae|Agastache|Agastache aurantiaca,BestMatch,9.41215,Exact,0,Mentheae,Mentheae Dumort.,Mentheae,V5L69,Mentheae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae,
Mentzelioideae,higher_taxon,subfamily,suffix,1,9,9,Mentzelia lindleyi,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cornales|Loasaceae|Mentzelioideae|Mentzelia|Mentzelia lindleyi,BestMatch,9.41215,Exact,0,Mentzelioideae,Mentzelioideae Urb. & Gilg,Mentzelioideae,628KX,Mentzelioideae Urb. & Gilg,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cornales|Loasaceae|Mentzelioideae,
Menyanthes,higher_taxon,genus,path_depth,1,9,9,Menyanthes trifoliata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Menyanthaceae|Menyanthes|Menyanthes trifoliata,BestMatch,9.41215,Exact,0,Menyanthes,Menyanthes L.,Menyanthes,5P67,Menyanthes L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Menyanthaceae|Menyanthes,
Mesembryanthemoideae,higher_taxon,subfamily,suffix,2,9,9,Mesembryanthemum cordifolium,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Mesembryanthemoideae|Mesembryanthemum|Mesembryanthemum cordifolium,BestMatch,9.41215,Exact,0,Mesembryanthemoideae,Mesembryanthemoideae Burnett,Mesembryanthemoideae,628L9,Mesembryanthemoideae Burnett,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Mesembryanthemoideae,
Micrantheae,higher_taxon,tribe,suffix,1,9,9,Micranthes stellaris,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Micrantheae|Micranthes|Micranthes stellaris,BestMatch,9.41215,Exact,0,Micrantheae,Micrantheae R.A.Folk & Soltis,Micrantheae,KVLMR,Micrantheae R.A.Folk & Soltis,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Micrantheae,
Microsoroideae,higher_taxon,subfamily,suffix,1,9,9,Microsorum pustulatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Polypodiaceae|Microsoroideae|Lecanoptereae|Zealandia|Zealandia pustulata|Zealandia pustulata pustulata,BestMatch,9.41215,Exact,0,Microsoroideae,Microsoroideae B.K.Nayar,Microsoroideae,JWQ,Microsoroideae B.K.Nayar,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Polypodiaceae|Microsoroideae,
Milesina murariae,higher_taxon,genus,path_depth,1,9,9,Milesia murariae,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Milesinaceae|Milesina|Milesina murariae,BestMatch,9.41215,Exact,0,Milesina murariae,Milesina murariae (Magnus) Grove,Milesina murariae,43C8N,Milesina murariae (Magnus) Grove,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Milesinaceae|Milesina|Milesina murariae,
Milesina polypodii,higher_taxon,genus,path_depth,1,9,9,Milesia polypodii,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Milesinaceae|Milesina|Milesina polypodii,BestMatch,9.41215,Exact,0,Milesina polypodii,Milesina polypodii (F.B. White) Aime & Rossman,Milesina polypodii,43C8X,Milesina polypodii (F.B. White) Aime & Rossman,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Milesinaceae|Milesina|Milesina polypodii,
Milesina scolopendrii,higher_taxon,genus,path_depth,1,9,9,Milesia scolopendrii,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Milesinaceae|Milesina|Milesina scolopendrii,BestMatch,9.41215,Exact,0,Milesina scolopendrii,Milesina scolopendrii (Fuckel) Jaap,Milesina scolopendrii,43C97,Milesina scolopendrii (Fuckel) Jaap,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Milesinaceae|Milesina|Milesina scolopendrii,
Milium,higher_taxon,genus,path_depth,1,9,9,Milium effusum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Milium|Milium effusum,BestMatch,9.41215,Exact,0,Milium,Milium L.,Milium,8VZF3,Milium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Milium,
Mimosa,higher_taxon,genus,path_depth,1,9,9,Mimosa pudica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Mimosa|Mimosa pudica,BestMatch,9.41215,Exact,0,Mimosa,Mimosa L.,Mimosa,9CLCS,Mimosa L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Mimosa,
Mimuleae,higher_taxon,tribe,suffix,1,9,9,Mimulus ringens,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Phrymaceae|Mimuleae|Mimulus|Mimulus ringens,BestMatch,9.41215,Exact,0,Mimuleae,Mimuleae Dumort.,Mimuleae,KVZ2X,Mimuleae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Phrymaceae|Mimuleae,
Miscanthus,higher_taxon,genus,path_depth,2,9,9,Miscanthus oligostachyus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Miscanthus|Miscanthus oligostachyus,BestMatch,9.41215,Exact,0,Miscanthus,Miscanthus Andersson,Miscanthus,8VZFJ,Miscanthus Andersson,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Miscanthus,
Molinia,higher_taxon,genus,path_depth,2,9,9,Molinia arundinacea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Molinia|Molinia arundinacea,BestMatch,9.41215,Exact,0,Molinia,Molinia Schrank,Molinia,8VZG3,Molinia Schrank,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Molinia,
Mollugo,higher_taxon,genus,path_depth,1,9,9,Mollugo verticillata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Molluginaceae|Mollugo|Mollugo verticillata,BestMatch,9.41215,Exact,0,Mollugo,Mollugo L.,Mollugo,63BJS,Mollugo L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Molluginaceae|Mollugo,
Momordiceae,higher_taxon,tribe,suffix,1,9,9,Momordica charantia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Momordiceae|Momordica|Momordica charantia,BestMatch,9.41215,Exact,0,Momordiceae,Momordiceae H.Schaef. & S.S.Renner,Momordiceae,KVLPR,Momordiceae H.Schaef. & S.S.Renner,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Momordiceae,
Monimioideae,higher_taxon,subfamily,suffix,1,9,9,Peumus boldus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Laurales|Monimiaceae|Monimioideae|Peumus|Peumus boldus,BestMatch,9.41215,Exact,0,Monimioideae,Monimioideae Raf.,Monimioideae,JX2,Monimioideae Raf.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Laurales|Monimiaceae|Monimioideae,
Monotropoideae,higher_taxon,subfamily,suffix,7,9,9,Moneses uniflora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Monotropoideae|Pyroleae|Moneses|Moneses uniflora,BestMatch,9.41215,Exact,0,Monotropoideae,Monotropoideae Arn.,Monotropoideae,JX5,Monotropoideae Arn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Monotropoideae,
Monstera,higher_taxon,genus,path_depth,2,9,9,Monstera adansonii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Monstera|Monstera adansonii,BestMatch,9.41215,Exact,0,Monstera,Monstera Adans.,Monstera,8VZGZ,Monstera Adans.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Monstera,
Montieae,higher_taxon,tribe,suffix,3,9,9,Claytonia perfoliata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Montiaceae|Montieae|Claytonia|Claytonia perfoliata,BestMatch,9.41215,Exact,0,Montieae,Montieae Dumort.,Montieae,KVZ82,Montieae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Montiaceae|Montieae,
