scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Life,higher_taxon,root,synthetic,8057,1,1,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41109,Exact,0,Life,Life,Life,28595,Life,false,172,PaleoBioDB,,
Asterales,higher_taxon,order,suffix,624,2,10,Achillea ageratifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Matricariinae|Achillea|Achillea ageratifolia,BestMatch,9.41215,Exact,0,Asterales,Asterales Link,Asterales,ST,Asterales Link,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales,
Biota,higher_taxon,higher_taxon,fallback,1,2,2,Taraxacum alpinum,Biota|Plantae|Viridiplantae|Streptophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Compositae|Cichorioideae|Cichorieae|Crepidinae|Taraxacum|Taraxacum alpinum,BestMatch,9.41180,Exact,0,Biota,Biota D.Don ex Endl.,Biota,C6D9S|C82SH|C6D9S,Platycladus Spach,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Cupressaceae|Platycladus,
Boraginales,higher_taxon,order,suffix,82,2,7,Aegonychon purpurocaeruleum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Lithospermeae|Lithosperminae|Aegonychon|Aegonychon purpurocaeruleum,BestMatch,9.41215,Exact,0,Boraginales,Boraginales Juss. ex Bercht. & J.Presl,Boraginales,TW,Boraginales Juss. ex Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales,
Caryophyllales,higher_taxon,order,suffix,405,2,10,Acantholimon androsaceum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Plumbaginaceae|Limonieae|Acantholimon|Acantholimon ulicinum,BestMatch,9.41215,Exact,0,Caryophyllales,Caryophyllales Juss. ex Bercht. & J.Presl,Caryophyllales,VW,Caryophyllales Juss. ex Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales,
Dipsacales,higher_taxon,order,suffix,100,2,7,Adoxa moschatellina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Adoxoideae|Adoxeae|Adoxa|Adoxa moschatellina,BestMatch,9.41215,Exact,0,Dipsacales,Dipsacales Juss. ex Bercht. & J.Presl,Dipsacales,35C,Dipsacales Juss. ex Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales,
Eukaryota,higher_taxon,domain,name,7936,2,2,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41215,Exact,0,Eukaryota,"Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978",Eukaryota,CS5HF,"Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978",false,1,Catalogue of Life,Eukaryota,
Fungi,higher_taxon,kingdom,name,2152,2,3,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis,BestMatch,9.41215,Exact,0,Fungi,Fungi,Fungi,F,Fungi,false,1,Catalogue of Life,Eukaryota|Fungi,
Magnoliales,higher_taxon,order,suffix,13,2,7,Annona cherimola,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Annonaceae|Annonoideae|Annoneae|Annoninae|Annona|Annona cherimola,BestMatch,9.41215,Exact,0,Magnoliales,Magnoliales Juss. ex Bercht. & J.Presl,Magnoliales,3HL,Magnoliales Juss. ex Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales,
Myrtales,higher_taxon,order,suffix,76,2,7,Calvoa orientalis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae|Sonerileae|Calvoa|Calvoa orientalis,BestMatch,9.41215,Exact,0,Myrtales,Myrtales Juss. ex Bercht. & J.Presl,Myrtales,3LY,Myrtales Juss. ex Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales,
Plantae,higher_taxon,kingdom,name,5895,2,3,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41215,Exact,0,Plantae,Plantae,Plantae,P,Plantae,false,1,Catalogue of Life,Eukaryota|Plantae,
Ranunculales,higher_taxon,order,suffix,225,2,7,Aconitum anthora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum anthora,BestMatch,9.41215,Exact,0,Ranunculales,Ranunculales Juss. ex Bercht. & J.Presl,Ranunculales,3XS,Ranunculales Juss. ex Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales,
Saxifragales,higher_taxon,order,suffix,223,2,7,Aeonium arboreum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Aeonieae|Aeonium|Aeonium arboreum,BestMatch,9.41215,Exact,0,Saxifragales,Saxifragales Bercht. & J.Presl,Saxifragales,424,Saxifragales Bercht. & J.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales,
Asteraceae,higher_taxon,family,suffix,554,3,8,Achillea ageratifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Matricariinae|Achillea|Achillea ageratifolia,BestMatch,9.41215,Exact,0,Asteraceae,Asteraceae Dumort.,Asteraceae,622TP,Asteraceae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae,
Basidiomycota,higher_taxon,phylum,suffix,2152,3,4,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis,BestMatch,9.41215,Exact,0,Basidiomycota,Basidiomycota,Basidiomycota,BM,Basidiomycota,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota,
Boraginaceae,higher_taxon,family,suffix,69,3,8,Aegonychon purpurocaeruleum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Lithospermeae|Lithosperminae|Aegonychon|Aegonychon purpurocaeruleum,BestMatch,9.41215,Exact,0,Boraginaceae,Boraginaceae Juss.,Boraginaceae,622G7,Boraginaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae,
Cactaceae,higher_taxon,family,suffix,79,3,11,Aporocactus flagelliformis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Phyllocacteae|Hylocereinae|Aporocactus|Aporocactus flagelliformis,BestMatch,9.41215,Exact,0,Cactaceae,Cactaceae Juss.,Cactaceae,7HS,Cactaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae,
Magnoliaceae,higher_taxon,family,suffix,11,3,8,Liriodendron chinense,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Liriodendroideae|Liriodendron|Liriodendron chinense,BestMatch,9.41215,Exact,0,Magnoliaceae,Magnoliaceae Juss.,Magnoliaceae,Q3MV6,Magnoliaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae,
Myrtaceae,higher_taxon,family,suffix,19,3,8,Chamelaucium uncinatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae|Myrtoideae|Chamelaucieae|Chamelauciinae|Chamelaucium|Chamelaucium uncinatum,BestMatch,9.41215,Exact,0,Myrtaceae,Myrtaceae Juss.,Myrtaceae,D48,Myrtaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae,
Paeoniaceae,higher_taxon,family,suffix,14,3,8,Paeonia algeriensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia algeriensis,BestMatch,9.41215,Exact,0,Paeoniaceae,Paeoniaceae Raf.,Paeoniaceae,626J3,Paeoniaceae Raf.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae,
Papaveraceae,higher_taxon,family,suffix,37,3,8,Argemone mexicana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Argemone|Argemone mexicana,BestMatch,9.41215,Exact,0,Papaveraceae,Papaveraceae Juss.,Papaveraceae,DX3,Papaveraceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae,
Pteridobiotina,higher_taxon,genus,path_depth,5877,3,4,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41215,Exact,0,Pteridobiotina,Pteridobiotina Britton & Brown,Pteridobiotina,CMQ8S,Pteridobiotina Britton & Brown,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina,
Ranunculaceae,higher_taxon,family,suffix,157,3,8,Aconitum anthora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum anthora,BestMatch,9.41215,Exact,0,Ranunculaceae,Ranunculaceae Juss.,Ranunculaceae,FJR,Ranunculaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae,
Tracheophyta,higher_taxon,phylum,suffix,5893,3,6,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41215,Exact,0,Tracheophyta,Tracheophyta,Tracheophyta,TP,Tracheophyta,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta,
Viburnaceae,higher_taxon,family,suffix,16,3,8,Adoxa moschatellina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Adoxoideae|Adoxeae|Adoxa|Adoxa moschatellina,BestMatch,9.41215,Exact,0,Viburnaceae,Viburnaceae Raf.,Viburnaceae,HTT,Viburnaceae Raf.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae,
Viridiplantae,higher_taxon,genus,path_depth,6,3,4,Atropa bella-donna,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Atropa|Atropa bella-donna,BestMatch,9.41145,Exact,0,Viridiplantae,Viridiplantae,Viridiplantae,954898,Viridiplantae,false,3,ITIS,Plantae|Viridiplantae,
Agaricomycetes,higher_taxon,class,suffix,1830,4,5,Abortiporus biennis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Podoscyphaceae|Abortiporus|Abortiporus biennis,BestMatch,9.41215,Exact,0,Agaricomycetes,Agaricomycetes,Agaricomycetes,7C,Agaricomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes,
Agaricomycotina,higher_taxon,genus,path_depth,48,4,4,Amyloporia xantha,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Polyporales|Adustoporiaceae|Amyloporia|Amyloporia xantha,BestMatch,9.41145,Exact,0,Agaricomycotina,Agaricomycotina,Agaricomycotina,936292,Agaricomycotina,false,3,ITIS,Fungi|Dikarya|Basidiomycota|Agaricomycotina,
Angiospermae,higher_taxon,genus,path_depth,12,4,4,Arenaria alfacarensis,Plantae|Tracheophyta|Angiospermae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Arenarieae|Arenaria|Arenaria alfacarensis,BestMatch,9.41145,Exact,0,Angiospermae,Angiospermae,Angiospermae,54885,Angiospermae,false,172,PaleoBioDB,Angiospermae,
Angiosperms,higher_taxon,genus,path_depth,2,4,4,Pseudo-fumaria alba,Plantae|Pteridobiotina|Angiosperms|Ranunculales|Papaveraceae|Fumarioideae|Fumarieae|Pseudo-fumaria|Pseudo-fumaria alba,BestMatch,9.41145,Exact,0,Angiosperms,Angiosperms,Angiosperms,wfo-9949999999-2025-12,Angiosperms,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms,
Aquilegia,higher_taxon,genus,path_depth,9,4,10,Aquilegia alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Thalictroideae|Aquilegia|Aquilegia alpina,BestMatch,9.41215,Exact,0,Aquilegia,Aquilegia L.,Aquilegia,ZHP,Aquilegia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Thalictroideae|Aquilegia,
Cirsium,higher_taxon,genus,path_depth,11,4,12,Cirsium acaulon,Asterales|Asteraceae|Cirsium|Cirsium acaulon,BestMatch,9.41215,Exact,0,Cirsium,Cirsium Mill.,Cirsium,3Q7P,Cirsium Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Carduinae|Cirsium,
Dacrymycetes,higher_taxon,class,suffix,9,4,5,Calocera cornea,Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Calocera cornea,BestMatch,9.41215,Exact,0,Dacrymycetes,Dacrymycetes,Dacrymycetes,622DM,Dacrymycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Dacrymycetes,
Delphinium,higher_taxon,genus,path_depth,7,4,11,Delphinium ajacis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Delphinium|Delphinium ajacis,BestMatch,9.41215,Exact,0,Delphinium,Delphinium L.,Delphinium,42R2,Delphinium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Delphinium,
Echinocereus,higher_taxon,genus,path_depth,3,4,12,Echinocereus albatus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Phyllocacteae|Echinocereinae|Echinocereus|Echinocereus nivosus,BestMatch,9.41215,Exact,0,Echinocereus,Echinocereus Engelm.,Echinocereus,632YF,Echinocereus Engelm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Phyllocacteae|Echinocereinae|Echinocereus,
Exobasidiomycetes,higher_taxon,class,suffix,34,4,5,Arcticomyces warmingii,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Exobasidiales|Exobasidiaceae|Exobasidium|Exobasidium warmingii,BestMatch,9.41215,Exact,0,Exobasidiomycetes,Exobasidiomycetes,Exobasidiomycetes,BF,Exobasidiomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes,
Magnolia,higher_taxon,genus,path_depth,9,4,10,Magnolia acuminata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Magnolioideae|Magnolia|Magnolia acuminata,BestMatch,9.41215,Exact,0,Magnolia,Magnolia L.,Magnolia,8VZ4K,Magnolia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Magnolioideae|Magnolia,
Oreomecon,higher_taxon,genus,path_depth,4,4,11,Oreomecon alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Oreomecon|Oreomecon alpina,BestMatch,9.41215,Exact,0,Oreomecon,"Oreomecon Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon,BYZMD,"Oreomecon Banfi, Bartolucci, J.-M.Tison & Galasso",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Oreomecon,
Paeonia,higher_taxon,genus,path_depth,14,4,9,Paeonia algeriensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia algeriensis,BestMatch,9.41215,Exact,0,Paeonia,Paeonia L.,Paeonia,6C8P,Paeonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia,
Psidium,higher_taxon,genus,path_depth,2,4,12,Psidium cattleyanum,Myrtales|Myrtaceae|Psidium|Psidium cattleyanum,BestMatch,9.41215,Exact,0,Psidium,Psidium L.,Psidium,746H,Psidium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae|Myrtoideae|Myrteae|Pimentinae|Psidium,
Pucciniomycetes,higher_taxon,class,suffix,204,4,5,Aecidium clematidis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Caeoma|Caeoma clematitatum,BestMatch,9.41215,Exact,0,Pucciniomycetes,Pucciniomycetes,Pucciniomycetes,H7,Pucciniomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes,
Pucciniomycotina,higher_taxon,genus,path_depth,5,4,4,Melampsora androsaemi,Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Melampsorineae|Melampsoraceae|Melampsora|Melampsora androsaemi,BestMatch,9.41145,Exact,0,Pucciniomycotina,Pucciniomycotina,Pucciniomycotina,936293,Pucciniomycotina,false,3,ITIS,Fungi|Dikarya|Basidiomycota|Pucciniomycotina,
Streptophyta,higher_taxon,phylum,suffix,6,4,5,Atropa bella-donna,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Atropa|Atropa bella-donna,BestMatch,9.41145,Exact,0,Streptophyta,Streptophyta,Streptophyta,846494,Streptophyta,false,3,ITIS,Plantae|Viridiplantae|Streptophyta,
Trachystemon,higher_taxon,genus,path_depth,1,4,4,Trachystemon orientalis,Boraginales|Boraginaceae|Trachystemon|Trachystemon orientalis,BestMatch,9.41215,Exact,0,Trachystemon,Trachystemon D.Don,Trachystemon,648B2,Trachystemon D.Don,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Boragineae|Boragininae|Trachystemon,
Ustilaginomycetes,higher_taxon,class,suffix,36,4,5,Antherospora hortensis,Eukaryota|Fungi|Basidiomycota|Ustilaginomycetes|Urocystidales|Floromycetaceae|Antherospora|Antherospora hortensis,BestMatch,9.41215,Exact,0,Ustilaginomycetes,Ustilaginomycetes,Ustilaginomycetes,K9,Ustilaginomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Ustilaginomycetes,
Ustilaginomycotina,higher_taxon,genus,path_depth,1,4,4,Anthracoidea firmae,Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginales|Anthracoideaceae|Anthracoidea|Anthracoidea firmae,BestMatch,9.41145,Exact,0,Ustilaginomycotina,Ustilaginomycotina,Ustilaginomycotina,936294,Ustilaginomycotina,false,3,ITIS,Fungi|Dikarya|Basidiomycota|Ustilaginomycotina,
Viburnum,higher_taxon,genus,path_depth,12,4,10,Viburnum carlesii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Opuloideae|Viburnum|Viburnum carlesii,BestMatch,9.41215,Exact,0,Viburnum,Viburnum L.,Viburnum,86MY,Viburnum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Opuloideae|Viburnum,
Agaricales,higher_taxon,order,suffix,1207,5,7,Agaricus altipes,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus altipes,BestMatch,9.41215,Exact,0,Agaricales,Agaricales,Agaricales,N8,Agaricales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales,
Atractiellomycetes,higher_taxon,class,suffix,1,5,5,Phleogena faginea,Eukaryota|Fungi|Basidiomycota|Atractiellomycetes|Atractiellales|Phleogenaceae|Phleogena|Phleogena faginea,BestMatch,9.41215,Exact,0,Atractiellomycetes,Atractiellomycetes,Atractiellomycetes,87,Atractiellomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Atractiellomycetes,
Boletales,higher_taxon,order,suffix,108,5,7,Alpova alpestris,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Paxillaceae|Alpova|Alpova alpestris,BestMatch,9.41215,Exact,0,Boletales,Boletales,Boletales,TS,Boletales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales,
Cantharellales,higher_taxon,order,suffix,27,5,6,Botryobasidium aureum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Botryobasidiaceae|Botryobasidium|Botryobasidium aureum,BestMatch,9.41215,Exact,0,Cantharellales,Cantharellales,Cantharellales,VD,Cantharellales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales,
Cystobasidiomycetes,higher_taxon,class,suffix,2,5,5,Cyphobasidium usneicola,Eukaryota|Fungi|Basidiomycota|Cystobasidiomycetes|Cyphobasidiales|Cyphobasidiaceae|Cyphobasidium|Cyphobasidium usneicola,BestMatch,9.41215,Exact,0,Cystobasidiomycetes,Cystobasidiomycetes,Cystobasidiomycetes,622DK,Cystobasidiomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Cystobasidiomycetes,
Dacrymycetales,higher_taxon,order,suffix,9,5,6,Calocera cornea,Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Calocera cornea,BestMatch,9.41215,Exact,0,Dacrymycetales,Dacrymycetales,Dacrymycetales,62237,Dacrymycetales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales,
Embryophyta,higher_taxon,phylum,suffix,5,5,5,Atropa bella-donna,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Atropa|Atropa bella-donna,BestMatch,9.41145,Exact,0,Embryophyta,Embryophyta,Embryophyta,954900,Embryophyta,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta,
Entylomatales,higher_taxon,order,suffix,16,5,6,Entyloma bellidis,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales|Entylomataceae|Entyloma|Entyloma bellidis,BestMatch,9.41215,Exact,0,Entylomatales,Entylomatales,Entylomatales,36X,Entylomatales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales,
Magnoliopsida,higher_taxon,class,suffix,4451,5,8,Abelmoschus esculentus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibisceae|Abelmoschus|Abelmoschus esculentus,BestMatch,9.41215,Exact,0,Magnoliopsida,Magnoliopsida,Magnoliopsida,MG,Magnoliopsida,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida,
Microbotryomycetes,higher_taxon,class,suffix,16,5,5,Microbotryum alpinum,Eukaryota|Fungi|Basidiomycota|Microbotryomycetes|Microbotryales|Microbotryaceae|Microbotryum|Microbotryum alpinum,BestMatch,9.41215,Exact,0,Microbotryomycetes,Microbotryomycetes,Microbotryomycetes,62265,Microbotryomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Microbotryomycetes,
Pucciniales,higher_taxon,order,suffix,199,5,6,Aecidium clematidis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Caeoma|Caeoma clematitatum,BestMatch,9.41215,Exact,0,Pucciniales,Pucciniales,Pucciniales,3XG,Pucciniales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales,
Russulales,higher_taxon,order,suffix,217,5,6,Albatrellopsis confluens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales|Albatrellaceae|Albatrellopsis|Albatrellopsis confluens,BestMatch,9.41215,Exact,0,Russulales,Russulales,Russulales,3ZF,Russulales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales,
Thelephorales,higher_taxon,order,suffix,22,5,6,Boletopsis grisea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Bankeraceae|Boletopsis|Boletopsis grisea,BestMatch,9.41215,Exact,0,Thelephorales,Thelephorales,Thelephorales,47M,Thelephorales,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Thelephorales,
Tremellomycetes,higher_taxon,class,suffix,19,5,5,Cystofilobasidium macerans,Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Cystofilobasidiales|Cystofilobasidiaceae|Cystofilobasidium|Cystofilobasidium macerans,BestMatch,9.41215,Exact,0,Tremellomycetes,Tremellomycetes,Tremellomycetes,JX,Tremellomycetes,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Tremellomycetes,
